name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,image,thumb,splash,artist,tages,gender,exclusive
Quadore,BR,Uncommon,38,OverWorld,60,20,65,60,40,2,Air,Muge,,,,,,,0B6oyUfwoM3u1SGhBWjZlLXRla1k,1XkthxaRBvD2lcCNTLZwZNo5ObXkM9v4f,,,,Female,Online
Skorblust,AU,Rare,38,UnderWorld,60,80,20,50,55,0,"Fire, Earth",Past Elementalist,"When Skorblust takes damage from a Fire or Earth attack, deal 5 damage to opposing engaged Creature.","Wherever Skorblust goes, he leaves a part of himself behind.",,,,,17r2B8ikTgNkKgUGH0LWIIi8aSRfG1h9Z,1AggMUcmFKhQ0CENVJQRmoDbex8jI2ZCP,1r9UWemSZr8Dk_lpVFmcyV4VNhcVlSafX,,,"Ambiguous, Male",
Wilt'dred,FUN,Uncommon,38,M'arrillian,40,65,70,45,50,0,Water,Chieftan,Discard a Mugic Card: Target Minion plays its abilities as if that Creature's controller did not also control a Chieftain.,,,1,1,,1Hgzw4Mbgllj1fJGMOIQ0FYU9Tw7AATjP,1D3VdQY5EJxdSTSh0SbLzcqwSV6gbksyQ,,,wilt dred wiltdred,Ambiguous,
Klasp,DOP,Rare,39,UnderWorld,65,95,30,65,65,0,Fire,Taskmaster,"Recklessness 5
Sacrifice Klasp: Deal 10 damage to target Creature.","If you find yourself seeing eye-to-eye with Klasp, it means you previously had not.",,,,,0B6oyUfwoM3u1QzlCcVdvN05CX3c,1g52LVSqie5M90s12UDPNFiXVDntPbBvK,0B90YZmNLvXOyX1lJeTBsTVZMbEk,,,Male,Starter
Mhein,AU,Common,39,Danian,80,60,40,30,50,0,"Air, Earth, Water",Mandiblor Warrior,Mhein has an additional 5 Energy for each Creature in all discard piles.,"""Let the determination of the defeated empower the standing to do right for one and for all."" 
—Inscription on the Danian Hive Gallery",,,,,1wnU2gpleyg0zi_-jkH8NyKB2LTKu9UdD,1HQ2G_5B3M6Rqfc7wq5bvgm4JPhNFKfQr,,,,Ambiguous,
Mik'banin,ROTO,Uncommon,39,M'arrillian,40,90,50,40,45,0,Water,Kha'rall ,"Intimidate: Power 30
Airproof 25
Mik'banin deals an additional 5 attack damage to UnderWorld Creatures.","The strategy was obvious but efficient: invade, subjugate, annihilate.",,,,,0B6oyUfwoM3u1NGZmdkV2Y1p0aDA,1xakbYeKp6e1ze37wJU8_dF3vp3ALujCF,,,Mik banin mikbanin,Male,
Rebant,MI,Common,39,Danian,95,20,65,40,30,3,,Battlemaster Minion Muge,{{MC}}: Activate Hive.,,{{MC}}: Heal 10 damage to target Uninfected Creature.,,,,0B6oyUfwoM3u1RE9PUGdDLVpiT1k,1JTum-V4e9Hj8OeBvCrEk3T9mhknROzaL,,,,Male,
"Slufurah, Treacherous Translator",AU,Super Rare,39,UnderWorld,40,60,35,30,30,1,Fire,Muge,"At the beginning of combat, sacrifice a Battlegear equipped to your engaged Creature. If you do, that Creature gains Fire and ""Fire 5.""","""There! We're done. Not much need for you now, is there? The alliance is broken!""",,,,,1Q4nbWL2HJrt3sbqkLO7hOYPhsloKuti_,1kgMmq8TXzUSIJv3nWUKUE8T4sX9-S4Yx,1zb_3D6gvdGr86xl5IfOyYcy3LDVacuk-,,,Male,
Krekk,DOP,Common,40,UnderWorld,10,85,20,60,40,0,Fire,Commander Scout,"Intimidate: Power 10
Range ",“Fear is a great motivator. Just look at Krekk.” – Lord Van Bloot,,,,,0B6oyUfwoM3u1RThfYkkzeWVuNzQ,1ORyr_AtP4uYwPelYcxFono-tiS-Vi4ue,0B90YZmNLvXOyQVZfQjdTSHFjYTQ,,,Male,Starter
Mock'adyn,ROTO,Common,40,M'arrillian,45,40,50,35,35,0,Water,Fluidmorpher Muge,"Fluidmorph
{{MC}}{{MC}}: Heal 5 damage to target Creature.
4{{MC}}: Heal 25 damage to all Creatures you control.",,,,1,,0B6oyUfwoM3u1ZU42U242VEtsc3M,1cFunUsTAWglcHeouRrqcAzHeIPPv5D7k,,,mockadyn mock adyn,Male,
"Nimmei, Expedition Overseer",AU,Ultra Rare,40,Danian,80,50,70,30,60,0,,Noble Warrior,"When Nimmei takes attack damage, it gains all Elemental Types that attack had. When Nimmei gains an Elemental Type this way, it gains ""Element 5"" in the corresponding Elemental Type.",,,,,,1CRnb-L6Vz1xGGiIdzHpzkm2kzfWOdIjB,13P2tmlt-WLfPEiKLdpxSrw5u_mxCxKOc,,,,Male,
"Stelgar, Vicious Mutation",AU,Rare,40,UnderWorld,20,20,20,20,20,0,Water,Warrior,"At the end of each turn, put a Growth counter on Stelgar.
Stelgar has an additional 10 Energy and 10 in all Disciplines for each Growth counter on it.",,,,,,1D1JEJh_c0GNpzmXwESs9NgUwrUZTmQOQ,12Pd8gnG5Tyi0fIU22NIzRgK1_UuRz9bH,1HyqIEL12DHfyHTVWPJQwtTU3242Sr5i9,,,Male,
Tabaal,MI,Uncommon,40,Danian,65,30,40,60,40,2,"Air, Water",Mandiblor Minion,{{MC}}: Infect target Uninfected Creature.,,Sacrifice a Mandiblor: Infect up to three target Uninfected Creatures.,,,,0B6oyUfwoM3u1Y2lPbG5iTnhoc0k,1GjitBDyqtpLrWxVn1sK7AB-etsurNbZj,,,,Male,
Kughar,DOP,Common,41,UnderWorld,65,85,25,45,50,0,Fire,Taskmaster,Intimidate: Power 10,"On bad days, Kughar is angry, furious and enraged. On good days, he’s just angry and furious.",,,,,0B6oyUfwoM3u1d0xzNWM4TGpzREE,1fU0WrmUjAviWakFDs0mvL2UwAzxNg9om,0B90YZmNLvXOyTkZuSXl2cXYzaFU,,,Male,
"Nom, Servant of Earth",AU,Common,41,Danian,70,30,60,30,45,2,Earth,Elementalist,{{MC}}: Target Creature gains Earth.,"""Lore, let me guide and assist you with the Citadel exploration, and serve as a reminder that the Tree of Life has its roots in the elemental earth.""",,,,,1BArFLkqLpZ013-bP1MC7GGxFfgN1xFP-,1doTnvboIqrX2_T8HW2_XocxDCRqWaGeh,1A-eInMGWNYVDeG50iMaQ1uusBn9Y3WaH,,,"Ambiguous, Male",
Nunk'worn,ROTO,Super Rare,41,M'arrillian,50,70,70,45,60,0,"Fire, Water",Fluidmorpher Warrior,"Fluidmorph
Attacks played by Nunk'worn also count as Fire and Water attacks.
If Nunk'worn has exactly 3 Mugic counters on it when it is defeated, you may return it to play in an open space on your side of the Battleboard with no Mugic counters.",,,1,,,0B6oyUfwoM3u1dENuYXJNRDI1T0E,1tCG3YNtGWaixWLWECZiEowLX6nYmxq8n,,,Nunk worn nunkworn,Male,
Toadore,AU,Rare,41,UnderWorld,60,70,30,35,50,0,Fire,Taskmaster,Expend Fire while engaged: Destroy all Battlegear on engaged Creatures.,You think H'earring's breath is bad after a bag of Dractyl scales? Wait 'til you get a whiff of Toadore's belches!,,,,,13i3UDyK-KwP7vhlMUiMLk4NLvNUuZ6cu,1Orp7dtxFJU9wjsKwCxbDvowgZqZ6_wg6,,,,Male,
Uholdan,MI,Uncommon,41,Danian,70,50,40,55,55,2,"Earth, Water",Squadleader Minion,"{{MC}}: Activate Hive.
Hive: Uholdan has an additional 10 Energy.",,{{MC}}: Relocate target opposing unengaged Creature into an unoccupied space adjacent to it.,,,,0B6oyUfwoM3u1em9CazBBdFFnSVU,1kEVX90kdrDcYEFfwCSYRKNSO8n_RgH2R,,,,Male,
Lord Van Bloot,DOP,Ultra Rare,42,UnderWorld,75,115,50,95,65,2,Earth,Conquerer Muge,"While a Creature engaged with Lord Van Bloot has less than 65 Courage, that Creature has 10 less Energy.","“I may serve Chaor, but in time, Chaor will serve me!” – Lord Van Bloot",,1,1,,0B6oyUfwoM3u1RkV2MEhmZjc4MGs,1S-I1WAxiIAwDGMMBF-s2wXlVicsVkPvU,0B90YZmNLvXOyblZJNjBoTUZRZkk,,lvb,Male,Starter
"Nunk'worn, Assimilated",AU,Super Rare,42,Danian,70,60,70,40,35,0,"Fire, Water",Fluidmorpher,"Fluidmorph
At the end of any combat, remove all Mugic counters from Nunk'worn.","""Parasites subjugate giants, crumble mountains and make servants of masters."" 
—Infectionist motto",,1,1,,1MvFkVcSS5iydnrPMiKIKe53uwvp5W4XX,1CcEWLf5yIvw9-RBGxOUEMiwy-YzeenIM,,,nunk worn nunkworn,Male,
"Phelphor, Of the Deep",ROTO,Uncommon,42,M'arrillian,35,40,60,55,40,0,Water,Fluidmorpher Scout,"Fluidmorph
{{MC}}: Relocate target opposing unengaged Creature into an unoccupied space adjacent to it.
4{{MC}}: Creatures lose Swift and may not move or relocate into unoccupied spaces.",,,,,,0B6oyUfwoM3u1ZUgxQzFWbFk3TkE,1IEXggeOWCSNQUG4wfwXrlgTQMODIYwxH,,,,Male,
"Ulmar, Perithon Racer",AU,Common,42,UnderWorld,40,30,70,30,45,1,Fire,Conqueror Muge,Expend Fire: Deal 10 damage to target Creature.,"To improve the Ulmanator's top speed, Ulmar removed all unnecessary components from the vehicle. Unfortunately, that included the brakes.",,,,,1XKTfepyjY8BJsV_GpkHs21wb0S9gzES-,1BydcYYFDi3R-7LrRU7mBN00jqHMeEvR6,12JhUPdibevKiFfiVuqr4wOwuADy-GVJg,,,Male,
Ulmquad,MI,Super Rare,42,Danian,75,50,40,60,55,2,"Air, Water",Battlemaster Minion,{{MC}}: Deal 10 damage to target Creature and Ulmquad gains 10 Energy.,,{{MC}}: Deal 10 damage to target Creature and it loses 20 Courage.,,,,0B6oyUfwoM3u1aHBOMHB4MGRhc2c,1LspfmnT4v8xQDB1wH3ht9lvr0IJZXvMJ,,,,Male,
Alazdan,MI,Rare,43,Mipedian,55,35,65,20,40,2,"Air, Water",Minion Muge,"{{MC}}{{MC}}, Sacrifice Alazdan: Deal 35 damage to target engaged Creature.",,"{{MC}}{{MC}}, Sacrifice Alazdan: Target engaged Creature loses 35 to all Disciplines.",1,,,0B6oyUfwoM3u1ZTRJb1pfdy0tR0k,1A-FQuBhJevu4juycuKKoLrn9Jw_HriPX,,,,Male,Starter
Magmon,DOP,Rare,43,UnderWorld,75,60,20,35,55,1,Fire,Elementalist,"Fire 5
Recklessness 5",Magmon’s demeanor will melt your heart ... after burning through the rest of you.,,,,,0B6oyUfwoM3u1UktBZWxGWi1uQmM,1YiBt9PlGMt6OL-ogq_BImkBid1uH563_,0B90YZmNLvXOyNTFZbzhNX1QwYTQ,,,"Ambiguous, Male",
Ri'oha,ROTO,Rare,43,M'arrillian,50,60,45,40,40,0,Water,Fluidmorpher,"Fluidmorph
{{MC}}{{MC}}: Swap the Battlegear equipped to two target Kha'rall Creatures controlled by the same player.
4{{MC}}: Return target Shard in your discard pile to play equipped to an unequipped Kha'rall you control.",,,,,,0B6oyUfwoM3u1RzdKdGliZ21Janc,1FCVRr63Fl8KTBNOcFExH4-dU94UekoNy,,,Ri oha rioha,Female,
Voorx,AU,Rare,43,UnderWorld,40,70,60,30,50,0,"Fire, Water",Past Elementalist,"When Voorx becomes engaged, your opponent may sacrifice a Battlegear. If they do not, Voorx gains ""Fire 5"" and ""Water 5.""",,,,,,1jRQ58aApo9KkPs_siT9albKj7J2LVnN0,1nkZIiKUvCm-SI1tU3DTX_pkegHnT2fvn,1LO9txpBkoV8iuvPasPmCws3JjTQVsG5q,,,"Ambiguous, Male",Starter
Bivike,MI,Super Rare,44,Mipedian,65,50,40,70,50,1,"Air, Earth",Scout,"While engaged with a M'arrillian, Bivike has ""Invisibility: Strike 20.""
While in a space with a Mirage, Bivike's Disciplines can't be raised or lowered.",,,,,,0B6oyUfwoM3u1QVFUZnhyTE5WeE0,1BjYFF2YHTdQyBPzYx6UWAYg-OU5NAs87,10tjrX_MWWwk6Huc8dMFQid1cyqlf-CjI,,,Male,Starter
Miklon,DOP,Common,44,UnderWorld,20,75,30,60,50,1,,Taskmaster,,"After the “accident,” Khybon crafted the gyropod that keeps this prison guard on patrol.",,,,,0B6oyUfwoM3u1dC1valJvMGNMOEU,1v2cNlErLirv2FStMZVvqkhhbvRmVOlkk,0B90YZmNLvXOydDRVOW9UYU5rSUk,,,Male,Starter
Rol'doi,ROTO,Common,44,M'arrillian,90,50,40,40,45,0,Water,Kha'rall Warrior,"Intimidate: Courage 30
Waterproof 25
Rol'doi deals an additional 5 attack damage to Danian Creatures.","As the waves crash in his wake, his claws slash through you!",,,,,0B6oyUfwoM3u1Zi05djFYeDVMVGM,1lPYjdWi4-iqoqT21tx75WsQx33xmbHY-,1K8HmNAmTcTmh7eXcxa9ipD5DCN1PLgVm,,roldoi rol doi,"Ambiguous, Male",
"Zamool, Lord Van Bloost's Enforcer",AU,Ultra Rare,44,UnderWorld,75,60,40,80,55,1,Earth,Conqueror,"While Zamool is engaged, opposing Creatures cannot play Mugic or abilities.",Darker than night. Quieter than silence. More terrifying than fear.,,1,,,1CvhTZ5GU9b5Dx36A733Gpia6jtfUp0VH,1RM-yJzPbll04CqGN-yhCjCtnjW_EXUyz,1YHG9XmG-uRTy_8oSAu1pxWtqlVSuyukr,,,Male,
Amblox,AU,Common,45,Danian,60,40,80,40,40,2,Water,Elementalist Muge,Expend Water: Infect target Creature.,"Amblox had his eyes set on a mysterious Danian project northwest of Mount Pillar, when he suddenly was moved to the Citadel Grounds.",,,,,1mrhhzgA9aSQsPIbVIpzTOqLcanIM1Zg3,1rUky7sswZUMNyc1B8AGMFAC_8Xh-QnNX,,,,Male,
"Dakkamal, Melee Trainer",MI,Uncommon,45,Mipedian,25,20,55,45,30,2,Fire,Elite Minion,"{{MC}}: Target Creature gains ""Invisibility: Strike 10.""",,{{MC}}: Target Creature loses 25 Speed.,,,,0B6oyUfwoM3u1dTV2S0I5QkVDREU,1x0np5W1u0MX7mS1Q0NSfbDmntE_9ia1Z,,,,Male,
Nauthilax,DOP,Uncommon,45,UnderWorld,70,60,40,55,60,1,Water,Elementalist,Recklessness 5,"Few UnderWorlders can swim, which makes Nauthilax crucial to Chaor’s maritime intelligence gathering.",,,,,0B6oyUfwoM3u1TWVsaXR5Z0JXWHM,172_qrmFI5VMe4XjllyD14ODLwZW31PvI,0B90YZmNLvXOyZDVIR29hVUllT28,,,Male,
"Siril'ean, The Songthief",ROTO,Ultra Rare,45,M'arrillian,45,20,75,20,25,0,Water,Fluidmorpher Muge,"Fluidmorph 
4{{MC}}: Negate target non‐M'arrillian Mugic.
5{{MC}}: Play a Mugic Card of any tribe in your opponent's discard pile without paying its Mugic cost. Then remove that Mugic Card from the game.",,,1,1,,0B6oyUfwoM3u1UWVPWkFvUWRVSGc,1Dslt2-_amWviJlQEAQc6o5rETHVoJ66V,,,Sirilean siril ean,Male,
Ebberim,MI,Uncommon,46,Mipedian,50,40,45,70,35,1,Earth,Stalker Minion,{{MC}}: Ebberim gains Air.,,{{MC}}: Relocate target opposing unengaged Creature into an unoccupied space adjacent to it.,,,,0B6oyUfwoM3u1akxqb0I4X3pDSlE,1tOXwy6DDTtFpWiCie3am2rt_5730OsuE,1mJ4jkSzlKl5HBMA9aIiYslZDSSCWII9S,,,Female,
Gareep,AU,Common,46,Danian,70,50,70,30,40,2,Earth,Muge,"{{MC}}: Activate Hive.
The first time a Creature you control goes to the discard pile each turn, Gareep gains a Mugic counter.",,,,,,1_E_d7QWiLqEJ42hQMYneD8EPd_rGc72z,13_SjVMyF7Qqaz4lQ_qyQZdzsHoVFrtvc,,,,Male,
Pyrithion,DOP,Rare,46,UnderWorld,25,80,40,65,50,0,Fire,Commander,"Intimidate: Courage 10
Intimidate: Wisdom 10",“Telling the truth only goes so far. But lying? That gets you where you’re going.” – Pyrithion,,,,,0B6oyUfwoM3u1a2tTcGg4bVpfRTQ,11CdEQKdVL0zzzMvHfAyApKy7h4_Q8B1X,0B90YZmNLvXOyVUZBX0M2dnJUeGM,,,Male,
Vitar'zu,ROTO,Uncommon,46,M'arrillian,50,40,40,90,45,0,Water,Kha'rall,"Intimidate: Speed 30
Earthproof 25
Vitar'zu deals an additional 5 attack damage to Mipedian Creatures.",The Stalkers remained invisible. Now they were the ones being stalked.,,,,,0B6oyUfwoM3u1X3BfbVVmZzRCWGc,18dy3fyOK90e-IFC3scFNxmKZPugYceM1,,,Vitar zu vitarzu,Male,
Fazkaal,MI,Super Rare,47,Mipedian,35,45,50,30,55,1,"Fire, Air",Minion Muge,"When a Mugic counter is removed from the opposing engaged Creature, that Creature loses 20 to all Disciplines.",,"When a Mugic counter is removed from the opposing engaged Creature, Fazkaal gains a Mugic counter.",,,,0B6oyUfwoM3u1SGY0NEhFX01UMlE,1TMycQ4OuzwXtS-IR4z3Ow3eoTziZFDR0,,,,Male,
Ghundac,AU,Rare,47,Danian,80,40,40,80,50,1,"Air, Earth",Squadleader Scout,"Hive: Ghundac has ""Range"" and ""Swift 3.""",Ghundac is one of Oipoint's officers and was assigned as Tharc's personal guard during the translation of the Cothica tablet.,,,,,1bjdgcF9QBvQEHc4PpoLo8cmNc_uzWo0A,1p7wNafnA01Fer5eiWrwR6o6z5e_I6bYv,10T7ZuEsb21FC9_onrkFalVjOV-7XIshM,,,Male,
Rarran,DOP,Uncommon,47,UnderWorld,65,60,30,60,50,0,Fire,Scout,Range,"A prison guard with Dardemus and Miklon, Rarran has not revealed his secret to them: he is one of Mommark’s creations.",,,,,0B6oyUfwoM3u1My1nWXBBcTFJODg,1jwgtWMqmKH8e8yC9HQ0I7yj2xfYil-R4,0B90YZmNLvXOyaVRfZnE4d2dxbEU,,,Male,
"Hiadrom, Rock Ripper",AU,Common,48,Danian,75,60,50,30,50,0,Earth,Mandiblor Warrior,Expend Earth: Hiadrom gains 20 Energy.,"The minerals and metals contained in the ore of the Citadel Grounds beckoned Hiadrom to them, and left the excavation of a new Danian home for another day.",,,,,1sRLoejAdDtdnav1oJ4a9sZwTWJbZEZAR,1ubcvh2dbHgqFNeEgTkSVlg2onIWEQKCw,,,,Male,
Jumbad,MI,Common,48,Mipedian,30,25,60,75,50,1,Earth,Minion Muge,{{MC}}: Target Creature gains 10 Speed and 10 Wisdom.,,{{MC}}: Target Creature loses 10 Speed and 10 Wisdom.,,,,0B6oyUfwoM3u1Zjd3UlRleWJQVUk,1BvDKyqPVetJ8yqq3Qcvj57yHxNftDhhv,,,,Male,
Rothar,DOP,Rare,48,UnderWorld,75,90,25,50,70,0,Earth,Commander,"Intimidate: Power 10
Recklessness 5",“I don’t run. I don’t flinch. But I don’t care either.” – Rothar,,,,,0B6oyUfwoM3u1QlpabDJ0XzUxdDQ,16u8IHOZKyX7Ah732nn_vCTlsezo6067n,0B90YZmNLvXOyR3lIUHIyT3N0MUk,,,Male,
Ketun,AU,Rare,49,Danian,80,60,80,55,50,1,,Mandiblor Elementalist Warrior,Elemental attacks deal 5 less damage to Ketun.,He has been sent far from home to defend the Danian scholars and Muges who visit the Citadel of the Elements.,,,,,1UKvGkJ-vXa2gS8tC-zLtrFylOdPKw6qO,1u87iOCc9Z505aayCAGiBXBGlG5LG2CV-,,,,Male,
"Kileron, Warbeast of the Dust Storm",MI,Ultra Rare,49,Mipedian,40,70,30,70,50,0,"Air, Earth",Warbeast,"Recklessness 25 
Air 5  
Earth 5  
Creatures and Battlegear Cards that would be placed in a discard pile are removed from the game instead.",,,1,1,,0B6oyUfwoM3u1dVBZMWE0OXBIODg,1H1cXT0YbaAOo3qtYKoRFekcspe57HgEO,,,,Ambiguous,
Skithia,DOP,Uncommon,49,UnderWorld,65,25,55,40,35,1,Fire,Commander,Fire 5,"Van Bloot’s most trusted aide, Skithia is also Takinom’s avowed enemy.",,,,,0B6oyUfwoM3u1UVBjYmV0bXpYelk,1VXrYyuVh4MLEra54GvEzeR-PYpUmdZbJ,0B90YZmNLvXOyc0tXZ2NXS19HTlk,,,Female,Starter
Makromil,AU,Rare,50,Danian,65,25,35,70,50,1,"Air, Earth",Past Warrior,"Makromil has an additional 5 Energy for each other Danian you control.
Makromil has an additional 5 Energy for each other Past Creature you control.",,,,,,1mjClL1dlbvdFPjbtTvZ1mMffq5eQ-1si,1Dbn83i50qQj8cLoXEfxul8kDB5gMgAyZ,,,,Ambiguous,Starter
"Maliph, Guard of the Palace",MI,Super Rare,50,Mipedian,50,40,35,100,55,0,"Air, Earth",Elite Warrior,"Invisibility: Surprise
Invisibility: Strike 15
When Maliph wins combat, relocate Maliph into an unoccupied space adjacent to it.",,,,,,0B6oyUfwoM3u1V3BzdmVpMVl5ams,1wGQ0W4wWMYjbv8CjDAxpVARvnaiGgPbX,,,,Male,
Skreeth,DOP,Rare,50,UnderWorld,80,65,60,20,55,0,,Warrior,"Range
Swift 1",Skreeth’s boldness may be his undoing some day. Spineless he’s not!,,,,,0B6oyUfwoM3u1NHo3MlgzNTNlckk,1kPBEayp9Hg0bjCDVLs8YaVToMZctv9wr,0B90YZmNLvXOyM3h6b2pVcGJzS0E,,,Male,Starter
Mizkio,MI,Uncommon,51,Mipedian,55,45,40,65,45,1,"Air, Earth",Elite Minion,"Invisibility: Surprise
Earth 5",,"Invisibility: Strike 5
Swift 2",,,,0B6oyUfwoM3u1TEtWWjdpa0R4WWc,1B5hVdakOfmwwZe475J7ud4SEUuBG6IMA,,,,Female,
"Odu-Bathax, Reservoir Reclaimer",AU,Common,51,Danian,90,50,30,30,55,1,Earth,Battlemaster Warrior,"Earth 5
Expend Earth: Odu-Bathax gains ""Outperform Courage 5.""","Odu-Bathax never looks for trouble, but he always seems to find it.",,,,,14eZM0yhmyNJaB28zfLMwnwNIlcy1Y1Tb,1IcyD_NxFjFQASN6Cqz6rHUwfj1aosB8m,,,odu bathax odubathax,Male,
Solvis,DOP,Rare,51,UnderWorld,45,60,65,35,40,2,,Taskmaster,{{MC}}{{MC}}: Deal 10 damage to target Creature.,The proof of the theory of natural selection or devolution defined?,,,,,0B6oyUfwoM3u1YTZxczVpcnJEX1E,1vfKaaGVN8enx_mURRpWrzBFS2_YHugTW,0B90YZmNLvXOyOFk3QVd4WV9sclk,,,Male,
Orbaat,AU,Rare,52,Danian,60,35,60,25,40,2,Water,Muge,"While Orbaat is in your discard pile, if you would reveal a new active Location, instead look at the top two cards of your Location Deck and choose one. It becomes the new active Location.",,,,,,1eCjeDCHMyLQuNn06kP1YP_4rdRa0XyDi,1BAOz6FIyCXuNv3jIHD9Q3hqE2pipTqjl,1nMYODJIc8yY_Dyh_uNj-P-pLRaQ9XPKI,,,Male,
Owayki,MI,Rare,52,Mipedian,40,50,45,85,60,1,"Fire, Air",Royal,"Mipedians you control with Invisibility have an additional 20 Speed and ""Invisibility: Strike 5.""
Air 5","Neither alive nor dead, the ghost of Hunter's Perimeter haunts the haunted.",,,1,,0B6oyUfwoM3u1azFfRFB2Y2c0RlU,12tZNPjYaNu90NJ2QpfVyFnzt_AY1-Omz,,,,Male,
Takinom,DOP,Super Rare,52,UnderWorld,60,65,20,90,40,1,,Commander,"Sacrifice an UnderWorld Creature: Heal 25 damage to Takinom
Swift 1",Takinom unearthed a shocking secret bond with her archenemy Intress that she’s wisely kept from Chaor…,,,,,0B6oyUfwoM3u1QjZYRFBpdlhCLUE,1eAjbUrBZaIp3UPHVtW1v3O17ipnP1V3f,0B90YZmNLvXOyaVJhV1AwazBzeWM,,,Female,Starter
Savell,MI,Super Rare,53,Mipedian,25,30,55,60,40,2,Air,Conjuror Minion,Reduce Recklessness damage dealt to Warbeasts you control by 10 for each Mugic counter on Savell.,,Increase Recklessness damage dealt to Warbeasts by 10 for each Mugic counter on Savell.,,,,0B6oyUfwoM3u1S3lWUGdtRVlCWnM,1jo_gOMxeVKawYFr-Br0HspNYa_MZjZzi,,,,Male,
Tarin,AU,Super Rare,53,Danian,75,40,35,40,45,0,Earth,Mandiblor Scout,Your other Creatures with Earth have an additional 10 Energy.,"Even though they are the least respected, Danian society would crumble in days without the hard-working Mandiblors.",,,,,1fa6wiNh6qveNw6gvwPy56zPOXjrs-uJn,11MTZ2YNKYjBRU_fVsi69HlhOq71LLYbe,,,,Male,
Toxis,DOP,Uncommon,53,UnderWorld,45,70,40,50,50,2,Fire,Elementalist,Recklessness 5,"A resident of the Pits outside the UnderWorld prison, escapees beg to return to their cells after encountering Toxis.",,,,,0B6oyUfwoM3u1VE83TUl1OVUwNnc,1Z8NQ5Drei4Sz-p8-H0GQpseNHXK4IMPG,0B90YZmNLvXOyemZ2Q044am9ra1U,,,Male,Starter
Sirri,MI,Common,54,Mipedian,50,50,35,80,50,1,"Air, Earth",Minion Scout,Invisibility: Strike 10,,Outperform Speed 5,,,,0B6oyUfwoM3u1VTlzeHQ5dE5yWk0,1WUvXj1Eqps-jcwq__zJfk2UC3Ul-_YhF,,,,Male,
"Tharc, Tablet Translator",AU,Rare,54,Danian,70,30,80,30,50,1,Earth,Noble Muge,"{{MC}}: Target Creature gains 50 Courage. If that Creature has Earth, it gains an additional 50 Courage.","""It pains me to admit that we could not have translated the tablet without the bugs' help."" 
—Prince Mudeenu",,,,,18jJRavox5r4Yr4WpPW8yPgioEGUkMqwF,14PV4QnNIhz5ugtzIHOaZnfu_JM04tUmh,,,,Male,
Ulmar,DOP,Super Rare,54,UnderWorld,40,20,70,35,25,2,Fire,Conquerer,{{MC}}: Deal 10 damage to target Creature.,Takinom thinks that Chaor’s “go-to” guy for Battlegear has a screw loose himself.,,,,,0B6oyUfwoM3u1N1VoT3dmZGpHdTA,1a1rOfomdWm2q7Zb9bUtIFcsLWsdbQlFE,0B90YZmNLvXOyX1dqZUNLYkdQdjg,,,Male,
Tinnoi,MI,Rare,55,Mipedian,40,60,20,60,45,1,Earth,Stalker Minion,Invisibility: Strike 15,,Intimidate: All Disciplines 10,,,,0B6oyUfwoM3u1QUQ2R1VlUms0anM,1SvZ_L9n9GSckdvB3L-cHHWGALHYy1Ivy,,,,Male,
Valban,AU,Super Rare,55,Danian,75,40,65,40,55,0,,Elementalist Warrior,"At the beginning of combat, Valban gains all Elemental Types Infected Creatures have.","Parasites feed off the strength of their host.
",,,,,10_nuD16f_2xLaRfOSHDzZwHWOmQ4JTtZ,1qE-_HeTq69X7Xm_6-oy-rcz0KTL_0GpH,,,,Male,
Xield,DOP,Super Rare,55,UnderWorld,95,40,35,15,20,0,,Elementalist,Deal 10 damage to Xield: Target Creature gains 10 Energy. This ability can only be used once per turn.,"When the arrows shattered against his back, Xield knew he had found his calling.",,,,,0B6oyUfwoM3u1c3dwZjFRdl90VkE,1UOwbn5b41iWNeLaoAViS3MRvul447PPm,0B90YZmNLvXOyRTFoOUh4b2dqT3c,,,Male,Starter
Wistanne,MI,Common,56,Mipedian,30,45,45,50,40,2,,Minion Muge,{{MC}}: Heal 10 damage to target Creature and it loses 25 Speed.,,"{{MC}}: Heal 15 damage to target adjacent Creature.
Swift 1",,,,0B6oyUfwoM3u1Y1B2Mm5aaXBRVVk,1EIXWyCUeIbNy7eXIQe7Zni5fnCxo02PI,,,,"Ambiguous, Female",
"Yondaf, Symbiotic Infector",AU,Super Rare,56,Danian,60,35,65,30,50,2,"Earth, Water",Controller,"At the beginning of the turn, if Yondaf is Uninfected, Infect it.
Uninfect 3 Creatures: Deal 10 damage to target Creature.",,,,,,1bIwAYFIheaw5aGB0PSEf47biBZ77rvKX,1ia4AbKCvCLG8WanBCWkuoyPyIkjFZc3M,,,,Male,
Zaur,DOP,Common,56,UnderWorld,65,75,35,25,50,1,,Warrior,,"""'Failure' is such a harsh word. Let's just say my experiment had unintended consequences."" —Mommark",,,,,0B6oyUfwoM3u1SUNaTmlxZDNnNUE,1hJp0GXz7h1r3EVg-u021tcNFwIHdohpj,0B90YZmNLvXOyMFl1Tndia2x5bFU,,,Male,Starter
